"","TCGA-A1-A0SE-01","TCGA-A1-A0SH-01","TCGA-A1-A0SJ-01","TCGA-A1-A0SK-01","TCGA-A1-A0SM-01","TCGA-A1-A0SO-01","TCGA-A1-A0SP-01","TCGA-A2-A04P-01","TCGA-A2-A04Q-01","TCGA-A2-A04R-01","TCGA-A2-A04T-01","TCGA-A2-A04V-01","TCGA-A2-A04X-01","TCGA-A2-A04Y-01","TCGA-A2-A0CM-01"
"LEP",-11.7167230378959,-11.6600625822837,2.73270835139699,-6.80294713854148,-7.91771298121224,-2.82972239775439,-4.124878060083,-5.11229594906773,-5.3881908783776,-3.5632467628792,-2.97021784247359,-0.606809715052282,-6.94111152582176,1.10701094788133,-6.23020675664595
"COX6C",6.52468099282915,6.1181069078951,5.18868483386958,4.36838499917616,3.8198324892082,3.68357104216384,3.8797386620003,4.83782767370595,5.12502235045671,8.9739140183264,4.90183859536436,8.31748855165725,7.14233618705761,10.3208364190838,4.13293391565543
"NRGN",-2.8054509050862,-3.15961104984033,-1.68022706630189,1.76460061623174,-0.727714386631965,-1.66919418505911,-1.04362233538306,-0.225597361885455,-1.18852531673403,-1.74695936867435,-1.44473377117142,-1.54417046828901,0.628185596693245,-1.43813947752876,-1.77518456889667
"KLHL3",-0.99741636562941,-0.626855725869586,-0.685966915764392,-1.4139972184721,-1.02675469457881,-2.52154175499912,-1.72848131321725,-0.528754775790012,-1.36999771533265,-2.18880518300024,-2.46873108077075,-0.279985365435302,-1.58975568900083,0.0867170746200649,-1.23415920475938
"LAMC2",3.10539254736472,2.78740167798486,3.12759914649914,-0.500496943686566,4.06133264966287,3.37958380505376,2.28902960758995,0.994967146061328,2.01120029470526,1.92533455337242,4.80562784304367,0.895188696330379,2.13160765444976,-0.0670765173630503,2.87849936137887
"HSD11B2",1.05585918103248,-0.840870224327375,-0.423047549394076,1.2289689087818,-1.90706201474045,-3.13996847941754,1.09571706112054,2.57363297295121,2.45316424770142,-0.0208638225165849,0.0177203970734023,0.847519448792561,1.37898717562522,-0.0129857944525211,1.21122469198932
"MAST1",-3.46995394200436,-5.78271095583446,-4.24832907689652,1.57754255127871,-3.40827874419327,1.08631459388046,0.0182297093984563,-2.77099551665429,-4.47095503238077,-5.85899582240145,-2.40250000615348,-5.82629609913067,-3.19424662049526,-3.94039836282041,-3.01673868337624
"AMOTL1",3.16668175275327,3.7363363620413,2.29046809546438,4.69135174566607,2.17028090446777,5.01133810198389,2.64763388636271,2.35804059688573,1.82025702496553,2.37821720274046,4.11964129633623,1.80284406146017,0.164032621120201,1.52267639398826,1.61556148306455
"C5orf34",-1.65707033027628,-1.94775226030187,-1.02042594747424,-0.259575158143427,-1.66870201727123,0.379089180743263,0.0269096361752066,0.0603996929976161,-1.12039988653645,-1.21807043555685,-0.138608919445753,-1.30992862607863,-0.960952253062896,-1.50293671677189,-0.92795916724037
"LARS2",1.61841549317138,1.69849494477434,1.94653735884983,0.969809685447776,1.52421305680098,3.76269673610704,1.67280304681528,0.857485888587243,1.81543390549113,2.22466739749686,2.47871929214737,1.60408587529754,2.16535367938265,0.958494253159151,1.54036397289805
"HOXD11",-5.97110921256637,-3.18867187102069,-5.49995421625274,-0.122387874742624,-6.97164775487711,-11.3346367013878,-5.74753016404011,-7.22972131431018,-5.01393254102712,-6.42779431707379,-4.548298589261,-7.35460834029181,-6.94111152582176,-6.58269947634374,-5.91592284481161
"STAMBPL1",-1.48137651608462,-1.53004037353202,-2.83839670800072,-0.247631577249351,-1.13794038686707,-4.63789168022088,-0.944142236586169,-0.974778526052979,0.505240544590863,-2.15234506346259,-0.548999026678593,-2.35041256480529,-0.482069747408428,-1.18457374140289,-0.141253147144078
"SDF4",4.00843043235424,3.97372920454562,4.20856516252037,3.27717974242325,3.93039017865438,3.12194796179669,4.06532543198734,3.97391476524829,3.92059561868052,3.66826205401705,3.82510332961503,4.26777227364126,4.60084166178385,4.57780966120688,4.13905307363545
"NLGN1",-4.40420307042092,-4.88730594656938,-3.5510288389961,-5.56603701981062,-5.99933458960971,-8.65476255364116,-3.0290894218631,-6.66699947478988,-7.08264181647486,-5.13505381854406,-4.34800947403833,-7.35460834029181,-7.49460496877843,-4.68789578727178,-6.23020675664595
"KIAA0586",1.47963902928075,1.03668461195017,1.0010884975626,1.13287563355019,0.859814635209151,2.8530857417874,0.48937681409117,0.573085504392143,0.726904020863717,2.01943396669422,1.14339340138231,0.759497540815707,1.73301831054696,0.723802945120997,1.92980344643397
"BIN3",1.55069542172894,1.12200928611861,1.05506255592121,-0.489905692193496,0.918028278613356,0.797498613361368,1.47026614725751,1.08633593462114,1.49426187180077,1.40150379672216,1.0414946112272,0.817201468834985,0.746612865497648,0.471050246232564,1.76479760362022
"DCAF5",3.54503730840253,3.60726786724482,3.03278868431175,3.05380343729336,3.33461377512746,2.87712994426562,2.07693715802579,2.96809516668311,3.03706447972389,3.70070378901668,2.74247264163913,3.59057830006698,3.51725140386923,3.55599988349735,2.55467893155086
"BAIAP2L1",2.96936828101908,2.00081711362722,1.40542597281354,3.13388157357348,3.20512080601817,2.80202941535962,2.67642248737625,3.46235187669657,1.5809339735542,2.09607231209438,2.94833950446611,2.59989787316268,3.10657813443524,0.988267699913746,2.47783081443188
"MRPL38",1.89966475720919,2.0972849207103,2.14617569379346,1.96246452816107,2.98298148767904,2.97961868476609,2.85430339659344,3.82362240378753,3.01071951152667,3.704274858876,2.55259951643603,2.52847361595294,3.12313264510033,2.63659015480129,3.27946867295166
"PJA1",2.06185003550422,2.23703467866038,2.2091450291114,3.39090388458369,2.09269307485323,3.35440719959519,1.51927689173083,0.730596045605947,1.36687818795538,2.68823501894247,2.17006653801457,2.14366245741428,1.15710716248717,0.504401261513486,1.82412570265373
"MLLT1",3.45117284315328,3.65789270666707,3.07967111826719,3.9332054114348,3.44381397807916,4.65745620177667,3.01170010302688,3.4029051056132,3.00987953420802,3.71156375391842,4.11699760632669,3.51267388235846,3.71107457927042,2.87471594708866,3.08718677548864
"ANXA5",5.69881147991746,5.97611414253891,5.95887395918484,4.86478218691126,5.91464523705626,5.78266587453477,5.33409830129415,6.346228844151,5.47749514978609,5.33983880901434,5.73006934457133,5.3207763703525,6.15231366896914,5.30393197796994,5.84204384369637
"MYBL1",1.2640002845979,-1.25180290787755,2.3820041601044,1.13743681469981,0.135142566792537,0.658984594156122,-0.241826304848847,0.261213007441145,2.03213796561008,2.69950045022677,2.44875622144006,0.617848137299178,0.321986469649247,1.53382342366405,3.84500292344397
"HAS2",-1.25625280685931,0.148569428953089,-2.64895590005734,-2.45352122954101,-0.290000011897051,-2.2835365445962,-1.63114105331104,-0.790919902252428,0.35699440293271,-1.50846104150643,-1.50227455429261,-0.903391508786502,-2.39875606510369,-1.36908767762552,-0.625868025224441
"WIBG",1.6822202130538,1.70146838567851,0.873003327215242,1.02007608006533,1.89282328179116,0.687396756067344,1.49758405606738,2.4270196917821,1.86668857102937,2.1481627946494,1.94212534544305,2.58889591986705,3.07718493095131,2.79987926022035,1.24121488191432
"EDC4",2.57448033182366,2.4190776536279,3.28534922687166,2.54210038535466,2.38023554648846,3.40518408814837,2.95956430184024,2.36395808191332,3.33700904030728,2.82787100217745,3.82683004773848,2.71094837753562,3.32700026331241,3.09467820671194,3.67634314867186
"CUX1",2.42492273010726,3.15874085537575,4.16276768327016,3.61554041058311,3.56671412734643,1.69750341081297,2.99520833170581,3.21422384191472,2.85115870656594,3.68473161236888,2.15777167626731,4.21463493746918,3.12770189529897,3.14502820235812,2.08338856540065
"TBX5",-1.45793561146935,-0.123973731712533,-1.70052762632168,0.386865264458951,-0.75544472021223,-4.30374890208736,-3.26297690337605,0.253541375009054,-1.04128072015896,-1.99879015181616,-1.92469140064107,-1.13557418108686,-1.42000491925772,-1.81629556016766,-2.38348593663862
"KRT4",-11.7167230378959,-4.985912695031,-6.79299277871626,-1.36801836300678,-4.76773622888563,-11.3346367013878,0.790583530403791,-8.16473165824233,-7.08264181647486,-4.87531017031557,-11.6785499478265,-11.4669748633644,-7.49460496877843,-2.28677146221838,2.40463023003706
"DDAH1",3.18943541086987,3.25430143254883,3.51032839043658,3.22803996033642,4.3418351806766,4.5863137567348,2.8737641894196,2.28183047883622,1.96839047001016,3.3498445770467,4.45191620563871,2.93354345380994,1.30975755680831,2.48027354969582,0.786801577347528
"PDPR",2.81717521546798,3.28615461151863,3.06454822609676,0.737334767151911,0.902111761409882,2.5295877546701,2.20888038487172,1.31009863526387,1.51057429838738,1.40833964901963,3.37042625600767,1.59858398536781,1.01441792524969,2.35404099937693,2.73570458854165
"CTAGE5",2.19677433947472,2.71862392138005,2.21027377992718,1.46761214900253,2.78723071712375,3.17760129808677,2.03377918795125,1.74307824516552,2.61713661451156,2.67371088580971,1.82950055978728,2.06996463124579,3.31954495345959,2.30870725364869,1.97086967660463
"AFG3L2",3.20305212136864,3.12340471282995,2.63383448713219,3.38906176368846,2.86743867779126,3.52264638835725,3.58494504734354,2.15112461828337,3.35225756765782,3.64889632747853,4.7719805860136,3.29238375609303,2.53397147222133,3.36617341996398,4.24078238192423
"SLC38A5",-0.0523842040013554,2.39230338196877,-1.85124120043916,0.697579562754907,1.40922898364114,-3.16684726617898,-1.18346683380248,-1.40159023098708,1.0708017025716,-1.33579503742218,-1.39558664923066,1.00064800710596,-0.0516216784363923,-0.86950389821006,0.66228302592197
"ZWILCH",1.39176907549234,1.31380551554977,1.08056760814132,2.66075633268423,1.60143447628174,3.14379242412305,2.04378541302213,1.25272099094195,1.06999211267262,1.49720829796183,1.99543790932582,1.90750280701811,1.48328972626068,1.17906977571866,2.71379733555278
"CHCHD1",1.59339153036602,1.61685770348741,2.02281520203727,1.19436396664738,1.67379632781436,2.19440945705226,0.802427810349067,2.79788420102813,2.4413165066586,2.3038942675869,1.91153366151432,2.68372474266516,2.93524873261996,2.43882536314834,2.74462375852322
"CHRAC1",1.79951179913409,2.03971177345389,1.67139858299167,3.17550473605582,1.77741798599358,1.26031439632095,2.65838066302182,4.01675088400644,2.80421638494021,2.53875264546327,3.83714711888394,3.02464289919066,1.84345450093658,1.63233930172807,2.83982068565282
"LRRCC1",1.95676073189227,1.56011196395017,2.43414534850494,3.50229493270448,0.835235551222622,4.40358879865046,3.19487913154833,0.882572554128555,2.92331709148132,2.02720407928382,2.61486709598266,1.53983892775581,2.52251398826869,1.27827000697053,2.13860828090721
"RASSF3",0.37709657631425,0.184460382105826,0.0262240189835525,-1.31097770211883,-0.00484033955165142,1.42459821076407,0.672007210696456,-1.85303463960395,0.11406776352236,1.21173278519929,2.19968703909802,0.460760883717731,0.712778842729957,-0.528635266811195,0.432040752791577
"NUP205",3.45014073995852,2.99066888567714,3.05566407860317,4.58046510743938,2.66372905445827,4.86758570731771,4.19228728374368,2.2551851891632,3.37562393961115,3.40287738718012,3.59596936654371,3.08657223874777,2.47956646183109,2.79777905306577,4.00242831279671
"MEIS1",-0.130525007349697,0.990431841069841,-0.685966915764392,-0.53274536675161,-0.0328464114840585,-1.83170944994509,0.785477424393354,0.238073881848717,0.451541614289197,-1.41998014540863,-1.65035930962705,-1.65750896872491,1.10415126358355,-0.822223002502382,-0.26816412900055
"HIP1R",1.70576201496927,1.71035156920479,2.33976037770674,2.93109846372612,3.11131494774978,3.2395004127647,1.75520699648483,2.49122049768444,1.60461078261587,2.53246677161417,2.64991630089707,1.70306378340639,3.73515007477356,2.53576572878298,2.48620345594843
"ST6GALNAC2",2.43278165418518,3.17914839170813,2.74448877913527,0.723597942586007,5.43588705360573,0.219630769523911,0.550852575434287,0.0382442714424531,-0.461296412721753,4.66409313640417,1.61743503035439,2.43996682678872,4.70174205446622,1.08651097177263,-0.824933100344788
"DSEL",1.04632869771498,2.60307073540764,1.49963810790083,0.122742249089531,1.47036245690438,-0.348332436214847,0.311352921696109,-1.42602463062618,-0.882387401468357,1.98588469988975,0.927026333120867,0.919542962800696,-1.06666993963152,-1.65112496876903,0.853039380477603
"MSX1",-2.06573953540742,-1.10605514641433,-2.21012929899228,-3.52151398485289,-1.18744514209804,-4.03264673650868,-2.65133369607419,-2.02898336186222,-2.14177831587747,-2.18880518300024,-4.01544731615429,-1.32026109810908,-1.6708019508759,-1.14525100570656,-2.03787141184192
"RPL30",6.55853700033692,5.92631019476671,6.19903285436887,7.53497449155387,5.53370964444002,6.12903027720678,6.86269414984123,6.87551885341573,7.19964660998268,6.41924903817598,6.62677443869769,7.69529592104584,6.50828167195955,7.11339150793542,6.66593493687579
"ALOX15B",-0.29384356837841,1.25882152026414,-0.423047549394076,-4.40660411737137,-0.358201321611975,-4.30374890208736,-2.16927338722754,-4.82555516857302,-0.428888127982572,-2.38636950908782,-2.79005021231241,-1.40570088880736,4.92279630468038,-0.732073222594226,-4.25904490322234
"GIPC2",-2.1634623838182,-2.4651383258628,-1.80654996333955,-0.851814092081639,-3.81203008173925,-4.5645741255199,-4.17708107643164,-3.5375522037503,-3.11016996235801,-3.76868446073953,-4.9599143315552,-3.07861309496104,-3.63067988586298,-2.46896577514349,-3.30954934782362
"ATF1",1.42605286628906,1.44773805855044,0.967707166302681,1.84348900562749,1.21452441097478,0.804433032790644,1.60775637631827,0.145766462149178,0.882574362409086,2.13347075971602,0.466272054538392,0.852128195208792,1.09892169095928,0.977916830350627,1.47118885973967
"GTF3C1",4.59455218768968,4.1247863718724,4.13654302015947,2.76380469029207,4.19773450540619,5.23400898586985,3.84580148784749,3.56471083885749,3.88949609689175,4.63374711633958,4.13870810326462,4.78730884980426,4.02434309711285,3.34840727090706,3.45237095172533
